RA;Fase;INDE_ATUAL;Pedra Atual;Pedra Passada;Turma;Nome Anonimizado;Data de Nasc;Idade;Gênero;Ano ingresso;Instituição de ensino;INDE_ANTERIOR;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;Fase Ideal;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;ANO
RA-1099;2;7.113533333;Ametista;;2F;Aluno-1099;7/18/2010;13;Feminino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.6;2.5;8.3;;5.2;5.7;4.7;;;;8.3;5;;-1;;;;2023
RA-1100;2;8.261033333;Topázio;;2F;Aluno-1100;2012-10-08 00:00:00;11;Masculino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;10.0;9.2;5.0;8.5;;7.1;6.3;7.8;;;;8.3;10;;0;;;;2023
RA-1102;2;8.123033333;Topázio;;2F;Aluno-1102;2012-06-10 00:00:00;11;Masculino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;9.5;9.5;5.0;7.7;;7.5;5.7;9.2;;;;7.6;10;;0;;;;2023
RA-1103;2;7.574866667;Ametista;;2F;Aluno-1103;11/30/2012;11;Masculino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;8.7;5.0;8.3;;5.0;4.5;5.5;;;;8.0;10;;0;;;;2023
RA-539;2;7.796866667;Ametista;Ametista;2F;Aluno-539;2011-08-09 00:00:00;12;Feminino;2022;Pública;7.665;;;;3.0;Avaliador-15;;Avaliador-5;;9.5;8.6;2.5;9.2;;8.5;7.2;9.7;;;;8.8;5;;-1;;;;2023
RA-540;2;8.216033333;Topázio;Ametista;2F;Aluno-540;2012-03-06 00:00:00;11;Feminino;2019;Pública;7.303;;;;3.0;Avaliador-15;;Avaliador-5;;8.5;8.8;5.0;9.0;;7.1;6.5;7.7;;;;9.0;10;;0;;;;2023
RA-574;2;7.878133333;Ametista;Ágata;2F;Aluno-574;2012-10-02 00:00:00;11;Masculino;2022;Pública;6.86;;;;3.0;Avaliador-15;;Avaliador-5;;6.9;8.2;5.0;7.9;;8.1;7.7;8.5;;;;8.2;10;;0;;;;2023
RA-375;2;7.070833333;Ametista;Ametista;2F;Aluno-375;6/21/2011;12;Masculino;2019;Pública;7.831;;;;3.0;Avaliador-15;;Avaliador-5;;0.0;9.9;5.0;8.5;;7.9;6.8;9.0;;;;8.3;5;;-1;;;;2023
RA-376;2;7.1392;Ametista;Ágata;2F;Aluno-376;2010-08-01 00:00:00;13;Feminino;2019;Pública;6.957;;;;3.0;Avaliador-15;;Avaliador-5;;8.5;9.6;2.5;7.9;;5.9;4.3;7.5;;;;8.2;5;;-1;;;;2023
RA-535;2;8.0027;Topázio;Ágata;2G;Aluno-535;2012-09-02 00:00:00;11;Feminino;2019;Pública;6.953;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.4;5.0;8.1;;5.6;4.7;6.5;;;;9.0;10;;0;;;;2023
RA-548;2;7.4322;Ametista;Ametista;2G;Aluno-548;11/15/2010;13;Masculino;2019;Pública;7.292;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.1;2.5;8.3;;7.4;6.2;8.5;;;;8.3;5;;-1;;;;2023
RA-365;2;8.6587;Topázio;Topázio;2G;Aluno-365;11/19/2012;11;Feminino;2022;Pública;8.063;;;;3.0;Avaliador-15;;Avaliador-5;;10.0;9.9;2.5;9.0;;8.7;8.2;9.2;;;;9.0;10;;0;;;;2023
RA-559;2;7.947366667;Ametista;Ametista;2G;Aluno-559;2011-08-04 00:00:00;12;Masculino;2021;Pública;7.634;;;;3.0;Avaliador-15;;Avaliador-5;;10.0;9.4;5.0;9.0;;7.4;6.5;8.2;;;;8.5;5;;-1;;;;2023
RA-1104;2;7.265533333;Ametista;;2G;Aluno-1104;10/23/2010;13;Feminino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;5.7;10.0;2.5;8.5;;6.4;5.5;7.3;;;;9.1;5;;-1;;;;2023
RA-563;2;7.684133333;Ametista;Topázio;2G;Aluno-563;11/29/2011;12;Feminino;2020;Pública;8.22;;;;3.0;Avaliador-15;;Avaliador-5;;6.4;9.7;2.5;8.8;;6.2;6.0;6.3;;;;8.7;10;;0;;;;2023
RA-573;2;7.774366667;Ametista;Topázio;2G;Aluno-573;2011-04-08 00:00:00;12;Masculino;2020;Pública;8.261;;;;3.0;Avaliador-15;;Avaliador-5;;9.5;9.8;5.0;8.5;;6.6;5.7;7.5;;;;8.4;5;;-1;;;;2023
RA-551;2;7.075033333;Ametista;Ágata;2G;Aluno-551;2010-05-12 00:00:00;13;Feminino;2018;Pública;6.853;;;;3.0;Avaliador-15;;Avaliador-5;;10.0;8.6;2.5;8.5;;5.4;4.5;6.2;;;;8.4;5;;-1;;;;2023
RA-566;2;7.7227;Ametista;Ametista;2G;Aluno-566;11/25/2010;13;Feminino;2022;Pública;7.729;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;8.8;2.5;9.0;;8.4;8.8;8.0;;;;8.7;5;;-1;;;;2023
RA-555;2;5.898133333;Quartzo;Quartzo;2G;Aluno-555;2010-11-05 00:00:00;13;Masculino;2019;Pública;5.949;;;;3.0;Avaliador-15;;Avaliador-5;;7.4;8.1;2.5;6.2;;3.9;1.5;6.2;;;;6.9;5;;-1;;;;2023
RA-557;2;8.7717;Topázio;Topázio;2H;Aluno-557;2012-12-01 00:00:00;11;Masculino;2019;Pública;8.334;;;;3.0;Avaliador-15;;Avaliador-5;;10.0;8.2;5.0;9.4;;8.9;8.0;9.7;;;;9.6;10;;0;;;;2023
RA-1106;2;7.1642;Ametista;;2H;Aluno-1106;5/19/2011;12;Masculino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;8.5;9.3;5.0;8.3;;5.1;5.2;5.0;;;;8.0;5;;-1;;;;2023
RA-560;2;4.932;Quartzo;Quartzo;2H;Aluno-560;2011-06-06 00:00:00;12;Masculino;2020;Pública;4.949;;;;3.0;Avaliador-15;;Avaliador-5;;0.0;8.4;2.5;5.0;;4.0;2.3;5.7;;;;6.0;5;;-1;;;;2023
RA-1107;2;7.9327;Ametista;;2H;Aluno-1107;12/20/2010;13;Feminino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.4;5.0;9.0;;7.5;8.0;7.0;;;;8.8;5;;-1;;;;2023
RA-542;2;7.816533333;Ametista;Ametista;2H;Aluno-542;9/20/2011;12;Feminino;2019;Pública;7.221;;;;3.0;Avaliador-15;;Avaliador-5;;9.5;9.7;5.0;8.8;;6.3;5.2;7.3;;;;9.0;5;;-1;;;;2023
RA-543;2;7.971833333;Ametista;Ametista;2H;Aluno-543;8/31/2012;11;Feminino;2022;Pública;7.05;;;;3.0;Avaliador-15;;Avaliador-5;;7.8;9.8;2.5;8.8;;6.5;5.5;7.5;;;;9.0;10;;0;;;;2023
RA-556;2;7.7482;Ametista;Ametista;2H;Aluno-556;2011-02-05 00:00:00;12;Feminino;2018;Pública;7.181;;;;3.0;Avaliador-15;;Avaliador-5;;8.5;9.6;2.5;9.2;;7.2;6.5;7.8;;;;9.4;5;;-1;;;;2023
RA-1110;2;7.248566667;Ametista;;2H;Aluno-1110;5/30/2011;12;Feminino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;4.6;9.2;5.0;8.5;;6.8;6.5;7.0;;;;8.7;5;;-1;;;;2023
RA-1112;2;7.088866667;Ametista;;2I;Aluno-1112;6/28/2011;12;Masculino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;9.5;7.9;2.5;8.3;;6.3;5.2;7.3;;;;8.6;5;;-1;;;;2023
RA-525;2;7.911366667;Ametista;Ametista;2I;Aluno-525;2011-09-05 00:00:00;12;Feminino;2021;Pública;8.013;;;;3.0;Avaliador-15;;Avaliador-5;;8.0;8.6;2.5;9.0;;9.2;8.8;9.5;;;;9.6;5;;-1;;;;2023
RA-357;2;8.2832;Topázio;Ametista;2I;Aluno-357;5/30/2010;13;Masculino;2022;Pública;7.836;;;;3.0;Avaliador-15;;Avaliador-5;;8.5;9.6;7.5;8.8;;8.7;8.7;8.7;;;;8.2;5;;-1;;;;2023
RA-583;2;7.838866667;Ametista;Ametista;2I;Aluno-583;2010-12-10 00:00:00;13;Feminino;2019;Pública;7.456;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.4;7.5;8.3;;6.3;5.5;7.0;;;;8.6;5;;-1;;;;2023
RA-584;2;7.697533333;Ametista;Ágata;2I;Aluno-584;3/13/2012;11;Feminino;2019;Pública;6.714;;;;3.0;Avaliador-15;;Avaliador-5;;9.5;9.0;2.5;8.3;;5.8;5.0;6.5;;;;8.6;10;;0;;;;2023
RA-586;2;8.4242;Topázio;Ametista;2K;Aluno-586;11/18/2012;11;Feminino;2021;Privada - Programa de Apadrinhamento;7.988;;;;3.0;Avaliador-15;;Avaliador-5;;8.0;10.0;2.5;8.3;;8.4;7.5;9.2;;;;9.3;10;;0;;;;2023
RA-1113;2;5.636666667;Quartzo;;2K;Aluno-1113;2011-10-06 00:00:00;12;Masculino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;0.0;6.0;7.5;7.5;;5.0;5.0;5.0;;;;7.2;5;;-1;;;;2023
RA-599;2;8.532866667;Topázio;Topázio;2K;Aluno-599;10/31/2012;11;Masculino;2022;Pública;8.2;;;;3.0;Avaliador-15;;Avaliador-5;;10.0;9.5;2.5;8.3;;8.5;8.2;8.7;;;;9.3;10;;0;;;;2023
RA-1114;2;7.5667;Ametista;;2K;Aluno-1114;11/14/2011;12;Feminino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;8.5;9.8;2.5;8.1;;4.9;4.3;5.5;;;;8.6;10;;0;;;;2023
RA-604;2;8.548033333;Topázio;Ametista;2K;Aluno-604;2012-05-10 00:00:00;11;Feminino;2021;Pública;8.018;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.3;7.5;8.1;;7.5;6.0;9.0;;;;8.6;10;;0;;;;2023
RA-605;2;7.709366667;Ametista;Ametista;2K;Aluno-605;11/29/2010;13;Feminino;2021;Pública;7.276;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.5;7.5;7.3;;6.8;4.8;8.8;;;;7.8;5;;-1;;;;2023
RA-1117;2;8.382366667;Topázio;;2K;Aluno-1117;2012-04-10 00:00:00;11;Feminino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.6;7.5;7.7;;7.3;6.0;8.5;;;;7.9;10;;0;;;;2023
RA-1118;2;7.163833333;Ametista;;2K;Aluno-1118;2010-04-11 00:00:00;13;Feminino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;5.3;8.8;7.5;7.7;;6.0;4.8;7.2;;;;8.3;5;;-1;;;;2023
RA-610;2;8.2857;Topázio;Topázio;2K;Aluno-610;2013-05-01 00:00:00;10;Feminino;2022;Pública;8.18;;;;3.0;Avaliador-15;;Avaliador-5;;10.0;10.0;2.5;8.5;;7.0;6.3;7.7;;;;8.9;10;;0;;;;2023
RA-409;2;7.621466667;Ametista;Topázio;2K;Aluno-409;2011-04-07 00:00:00;12;Feminino;2022;Pública;8.15;;;;3.0;Avaliador-15;;Avaliador-5;;8.4;9.5;2.5;7.9;;8.0;6.2;9.7;;;;8.7;5;;-1;;;;2023
RA-590;2;7.647666667;Ametista;Ametista;2L;Aluno-590;5/29/2012;11;Feminino;2020;Privada;7.435;;;;3.0;Avaliador-32;;Avaliador-5;;6.3;9.7;3.8;7.3;;6.5;5.7;7.3;;;;8.3;10;;0;;;;2023
RA-469;2;7.482533333;Ametista;Ametista;2L;Aluno-469;2011-07-10 00:00:00;12;Feminino;2022;Pública;7.624;;;;3.0;Avaliador-32;;Avaliador-5;;7.5;9.3;2.5;7.9;;7.8;6.8;8.8;;;;8.8;5;;-1;;;;2023
RA-1119;2;7.192;Ametista;;2L;Aluno-1119;4/29/2010;13;Feminino;2023;Pública;;;;;3.0;Avaliador-32;;Avaliador-5;;7.3;9.7;3.8;7.7;;5.9;3.0;8.8;;;;8.5;5;;-1;;;;2023
RA-1120;2;9.103366667;Topázio;;2L;Aluno-1120;3/30/2012;11;Feminino;2023;Pública;;;;;3.0;Avaliador-32;;Avaliador-5;;9.5;9.6;7.5;9.0;;8.3;7.3;9.2;;;;9.7;10;;0;;;;2023
RA-1121;2;8.049;Topázio;;2L;Aluno-1121;2012-08-01 00:00:00;11;Masculino;2023;Pública;;;;;3.0;Avaliador-32;;Avaliador-5;;0.0;9.9;6.3;8.8;;8.0;6.5;9.5;;;;9.8;10;;0;;;;2023
RA-1122;2;7.3715;Ametista;;2L;Aluno-1122;9/30/2012;11;Masculino;2023;Pública;;;;;3.0;Avaliador-32;;Avaliador-5;;0.0;9.3;6.9;7.3;;6.9;5.2;8.5;;;;8.6;10;;0;;;;2023
RA-408;2;7.242133333;Ametista;Ágata;2L;Aluno-408;8/29/2010;13;Feminino;2022;Pública;6.725;;;;3.0;Avaliador-32;;Avaliador-5;;7.9;8.5;3.8;8.3;;6.8;6.0;7.5;;;;8.4;5;;-1;;;;2023
RA-623;2;7.8307;Ametista;Ametista;2M;Aluno-623;9/25/2009;14;Masculino;2022;Pública;7.524;;;;3.0;Avaliador-15;;Avaliador-5;;10.0;9.5;7.5;7.3;;7.3;5.8;8.8;;;;7.4;5;;-2;;;;2023
RA-626;2;7.231033333;Ametista;Quartzo;2M;Aluno-626;6/27/2011;12;Masculino;2021;Pública;5.818;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.2;4.4;7.3;;6.5;4.7;8.3;;;;7.6;5;;-1;;;;2023
RA-614;2;8.2282;Topázio;Topázio;2M;Aluno-614;6/13/2010;13;Masculino;2021;Pública;8.339;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.1;7.5;8.3;;8.6;8.8;8.3;;;;8.6;5;;-1;;;;2023
RA-434;2;7.069766667;Ametista;Ametista;2M;Aluno-434;1/19/2011;12;Masculino;2022;Pública;7.403;;;;3.0;Avaliador-15;;Avaliador-5;;6.3;8.0;7.5;7.5;;6.6;5.2;8.0;;;;7.6;5;;-1;;;;2023
RA-436;2;5.322366667;Quartzo;Ágata;2M;Aluno-436;1/15/2011;12;Masculino;2022;Pública;6.687;;;;3.0;Avaliador-15;;Avaliador-5;;7.5;4.7;2.5;6.9;;3.4;3.7;3.0;;;;7.6;5;;-1;;;;2023
RA-616;2;5.612;Quartzo;Ametista;2M;Aluno-616;2010-09-08 00:00:00;13;Masculino;2019;Pública;7.303;;;;3.0;Avaliador-15;;Avaliador-5;;0.0;6.6;5.0;5.8;;6.8;5.5;8.0;;;;6.8;5;;-1;;;;2023
RA-619;2;7.891366667;Ametista;Ametista;2M;Aluno-619;12/22/2011;12;Feminino;2021;Pública;7.693;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;7.1;3.8;7.7;;9.0;8.5;9.5;;;;8.1;10;;0;;;;2023
RA-620;2;7.043666667;Ametista;Ágata;2M;Aluno-620;7/22/2010;13;Masculino;2021;Pública;6.018;;;;3.0;Avaliador-15;;Avaliador-5;;6.8;8.4;7.5;6.9;;6.2;5.2;7.2;;;;7.5;5;;-1;;;;2023
RA-1127;2;8.3167;Topázio;;2N;Aluno-1127;2012-07-03 00:00:00;11;Feminino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;8.5;9.9;5.0;8.1;;6.9;5.0;8.7;;;;9.0;10;;0;;;;2023
RA-1129;2;7.309333333;Ametista;;2N;Aluno-1129;1/31/2012;11;Masculino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;0.0;9.2;6.3;7.9;;7.8;6.8;8.7;;;;7.5;10;;0;;;;2023
RA-1130;2;8.0037;Topázio;;2N;Aluno-1130;3/21/2012;11;Masculino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;8.5;8.4;7.5;7.7;;7.3;6.3;8.2;;;;7.5;10;;0;;;;2023
RA-1131;2;8.316133333;Topázio;;2N;Aluno-1131;4/19/2011;12;Feminino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;7.9;9.9;5.0;8.8;;9.1;8.3;9.8;;;;9.3;5;;-1;;;;2023
RA-1133;2;8.600033333;Topázio;;2N;Aluno-1133;2/19/2013;10;Feminino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;9.5;10.0;6.3;8.5;;6.5;5.0;8.0;;;;9.3;10;;0;;;;2023
RA-1134;2;7.769866667;Ametista;;2N;Aluno-1134;11/28/2011;12;Masculino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;8.0;9.7;3.8;7.9;;6.8;5.5;8.0;;;;7.6;10;;0;;;;2023
RA-631;2;5.954666667;Quartzo;Ágata;2N;Aluno-631;8/28/2010;13;Masculino;2022;Pública;6.928;;;;3.0;Avaliador-15;;Avaliador-5;;0.0;6.4;6.3;7.9;;7.0;6.0;8.0;;;;6.8;5;;-1;;;;2023
RA-646;2;8.3547;Topázio;Topázio;2P;Aluno-646;12/19/2009;14;Masculino;2019;Pública;8.181;;;;3.0;Avaliador-15;;Avaliador-5;;10.0;8.9;7.5;9.0;;8.4;8.2;8.5;;;;8.8;5;;-1;;;;2023
RA-451;2;8.386033333;Topázio;Ágata;2P;Aluno-451;7/27/2009;14;Feminino;2019;Pública;6.434;;;;3.0;Avaliador-15;;Avaliador-5;;8.5;9.5;4.4;9.4;;8.9;7.8;10.0;;;;9.9;5;;-2;;;;2023
RA-1135;2;7.453833333;Ametista;;2P;Aluno-1135;11/18/2011;12;Masculino;2023;Pública;;;;;3.0;Avaliador-15;;Avaliador-5;;0.0;9.4;7.5;8.1;;7.2;4.8;9.5;;;;7.9;10;;0;;;;2023
RA-649;2;7.579533333;Ametista;Ametista;2P;Aluno-649;2010-08-07 00:00:00;13;Feminino;2019;Pública;7.302;;;;3.0;Avaliador-15;;Avaliador-5;;9.0;9.3;3.8;8.8;;6.5;3.8;9.2;;;;8.8;5;;-1;;;;2023
RA-651;2;7.332;Ametista;Ametista;2P;Aluno-651;2012-08-10 00:00:00;11;Feminino;2022;Pública;7.866;;;;3.0;Avaliador-15;;Avaliador-5;;0.0;8.2;3.8;8.8;;9.3;9.8;8.7;;;;8.0;10;;0;;;;2023
RA-653;2;7.385666667;Ametista;Topázio;2P;Aluno-653;3/29/2011;12;Feminino;2022;Pública;8.101;;;;3.0;Avaliador-15;;Avaliador-5;;0.0;9.8;6.3;9.2;;7.9;7.7;8.0;;;;9.1;5;;-1;;;;2023
RA-456;2;7.518;Ametista;Ametista;2P;Aluno-456;11/20/2010;13;Feminino;2022;Pública;7.193;;;;3.0;Avaliador-15;;Avaliador-5;;0.0;8.3;4.4;9.6;;9.9;9.7;10.0;;;;10.0;5;;-1;;;;2023
RA-655;2;8.3198;Topázio;Ametista;2P;Aluno-655;9/23/2010;13;Feminino;2019;Pública;7.785;;;;3.0;Avaliador-15;;Avaliador-5;;7.4;9.9;7.5;9.2;;8.3;7.2;9.3;;;;8.9;5;;-1;;;;2023
RA-657;2;8.3532;Topázio;Topázio;2P;Aluno-657;2010-09-11 00:00:00;13;Feminino;2021;Pública;8.093;;;;3.0;Avaliador-15;;Avaliador-5;;8.5;10.0;7.5;8.8;;8.2;7.0;9.3;;;;8.7;5;;-1;;;;2023
RA-461;2;7.2379;Ametista;Quartzo;2P;Aluno-461;12/30/2010;13;Feminino;2018;Pública;5.451;;;;3.0;Avaliador-15;;Avaliador-5;;7.3;7.9;3.8;8.5;;7.4;5.7;9.0;;;;8.6;5;;-1;;;;2023
RA-632;2;7.8768;Ametista;Ágata;2R;Aluno-632;4/21/2012;11;Feminino;2022;Pública;6.996;;;;3.0;Avaliador-32;;Avaliador-5;;4.7;9.1;5.6;8.3;;7.4;6.8;8.0;;;;8.6;10;;0;;;;2023
RA-1137;2;8.743366667;Topázio;;2R;Aluno-1137;2/27/2013;10;Feminino;2023;Pública;;;;;3.0;Avaliador-32;;Avaliador-5;;9.5;9.8;6.3;9.4;;6.5;6.0;7.0;;;;9.8;10;;0;;;;2023
RA-1138;2;8.3472;Topázio;;2R;Aluno-1138;9/16/2011;12;Feminino;2023;Pública;;;;;3.0;Avaliador-32;;Avaliador-5;;9.0;9.2;6.3;9.2;;9.3;9.0;9.5;;;;8.6;5;;-1;;;;2023
RA-1139;2;7.6647;Ametista;;2R;Aluno-1139;9/16/2012;11;Masculino;2023;Pública;;;;;3.0;Avaliador-32;;Avaliador-5;;8.5;9.1;5.6;8.1;;5.3;6.3;4.3;;;;7.8;10;;0;;;;2023
RA-1140;2;7.703533333;Ametista;;2R;Aluno-1140;8/28/2012;11;Feminino;2023;Pública;;;;;3.0;Avaliador-32;;Avaliador-5;;4.7;8.7;7.5;7.7;;7.3;8.5;6.0;;;;7.6;10;;0;;;;2023
RA-445;2;7.9087;Ametista;Ágata;2R;Aluno-445;7/30/2010;13;Masculino;2022;Pública;6.924;;;;3.0;Avaliador-32;;Avaliador-5;;8.0;8.8;6.9;8.5;;8.4;7.7;9.0;;;;8.2;5;;-1;;;;2023
RA-1141;2;7.2757;Ametista;;2R;Aluno-1141;6/27/2011;12;Feminino;2023;Pública;;;;;3.0;Avaliador-32;;Avaliador-5;;9.0;8.8;7.5;7.7;;5.9;5.5;6.2;;;;7.1;5;;-1;;;;2023
RA-639;2;7.5853;Ametista;Ágata;2R;Aluno-639;2/24/2012;11;Feminino;2021;Pública;6.613;;;;3.0;Avaliador-32;;Avaliador-5;;7.4;8.1;6.3;8.1;;6.3;4.8;7.8;;;;7.6;10;;0;;;;2023
RA-1142;2;9.175033333;Topázio;;2R;Aluno-1142;5/28/2012;11;Feminino;2023;Pública;;;;;3.0;Avaliador-32;;Avaliador-5;;9.0;10.0;7.5;8.5;;10.0;10.0;10.0;;;;8.3;10;;0;;;;2023
RA-642;2;8.416866667;Topázio;Ametista;2R;Aluno-642;2012-02-01 00:00:00;11;Feminino;2021;Pública;7.75;;;;3.0;Avaliador-32;;Avaliador-5;;9.5;9.2;6.3;8.8;;6.5;5.7;7.2;;;;9.2;10;;0;;;;2023
RA-658;2;8.438533333;Topázio;Ametista;2U;Aluno-658;10/27/2012;11;Feminino;2022;Pública;7.407;;;;3.0;Avaliador-32;;Avaliador-5;;9.5;9.5;7.5;7.9;;6.1;5.3;6.8;;;;9.2;10;;0;;;;2023
RA-588;2;8.3527;Topázio;Topázio;2U;Aluno-588;5/16/2013;10;Feminino;2021;Privada - Programa de Apadrinhamento;8.622;;;;3.0;Avaliador-32;;Avaliador-5;;8.0;9.6;2.5;9.0;;7.8;7.5;8.0;;;;9.7;10;;0;;;;2023
RA-403;2;7.716366667;Ametista;Ametista;2U;Aluno-403;2010-02-07 00:00:00;13;Masculino;2020;Pública;7.455;;;;3.0;Avaliador-32;;Avaliador-5;;8.5;8.8;6.3;7.3;;7.8;6.8;8.8;;;;8.4;5;;-1;;;;2023
RA-591;2;7.1472;Ametista;Ametista;2U;Aluno-591;2011-03-09 00:00:00;12;Masculino;2021;Pública;7.507;;;;3.0;Avaliador-32;;Avaliador-5;;9.0;8.5;6.3;5.8;;6.9;6.2;7.5;;;;7.3;5;;-1;;;;2023
RA-592;2;7.935466667;Ametista;Ametista;2U;Aluno-592;9/21/2012;11;Feminino;2020;Privada;7.381;;;;3.0;Avaliador-32;;Avaliador-5;;6.2;9.2;3.8;7.9;;7.6;5.5;9.7;;;;9.0;10;;0;;;;2023
RA-602;2;8.5592;Topázio;Ametista;2U;Aluno-602;2/25/2011;12;Masculino;2019;Pública;8.041;;;;3.0;Avaliador-32;;Avaliador-5;;10.0;9.6;7.5;8.8;;8.1;7.3;8.8;;;;9.5;5;;-1;;;;2023
RA-666;2;8.720366667;Topázio;Ametista;2U;Aluno-666;2012-09-05 00:00:00;11;Masculino;2022;Pública;7.929;;;;3.0;Avaliador-32;;Avaliador-5;;9.5;9.1;7.5;8.5;;7.1;6.7;7.5;;;;9.6;10;;0;;;;2023
RA-422;2;5.57;Quartzo;Ágata;2U;Aluno-422;2010-10-01 00:00:00;13;Masculino;2022;Pública;6.746;;;;3.0;Avaliador-32;;Avaliador-5;;0.0;7.8;7.5;6.7;;4.4;3.0;5.7;;;;6.1;5;;-1;;;;2023
RA-595;2;5.078666667;Quartzo;Quartzo;2U;Aluno-595;2010-04-04 00:00:00;13;Masculino;2018;Pública;5.18;;;;3.0;Avaliador-32;;Avaliador-5;;0.0;7.0;7.5;6.7;;3.3;3.2;3.3;;;;5.6;5;;-1;;;;2023
RA-669;2;7.345033333;Ametista;Ametista;2U;Aluno-669;11/20/2011;12;Masculino;2022;Pública;7.475;;;;3.0;Avaliador-32;;Avaliador-5;;8.5;7.8;7.5;7.7;;5.0;3.3;6.7;;;;7.1;10;;0;;;;2023
RA-670;2;8.6067;Topázio;Ametista;2U;Aluno-670;2012-05-09 00:00:00;11;Feminino;2022;Pública;7.451;;;;3.0;Avaliador-32;;Avaliador-5;;9.5;8.7;7.5;9.0;;7.0;5.8;8.2;;;;9.3;10;;0;;;;2023
RA-326;3;8.65075;Topázio;Topázio;3A;Aluno-326;7/21/2010;13;Feminino;2022;Privada;8.22;;;;4.0;Avaliador-32;;Avaliador-6;;9.6;9.4;3.1;9.1;;8.2;8.3;7.5;8.8;;;9.8;10;;0;;;;2023
RA-179;3;8.437641667;Topázio;Ametista;3A;Aluno-179;11/24/2010;13;Masculino;2022;Pública;7.993;;;;4.0;Avaliador-32;;Avaliador-6;;8.8;9.4;7.5;8.6;;6.4;8.7;6.3;4.3;;;8.9;10;;0;;;;2023
RA-332;3;8.002591667;Topázio;Ametista;3A;Aluno-332;2009-06-05 00:00:00;14;Masculino;2017;Privada - Programa de Apadrinhamento;7.883;;;;4.0;Avaliador-32;;Avaliador-6;;9.2;8.4;8.8;8.3;;6.8;6.3;7.7;6.5;;;9.2;5;;-1;;;;2023
RA-199;3;7.892341667;Ametista;Ametista;3A;Aluno-199;2009-11-01 00:00:00;14;Masculino;2022;Privada;7.564;;;;4.0;Avaliador-32;;Avaliador-6;;9.2;7.6;7.5;8.0;;8.5;8.2;8.2;9.2;;;8.5;5;;-1;;;;2023
RA-1144;3;7.410625;Ametista;;3B;Aluno-1144;10/25/2010;13;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;9.4;5.0;8.3;;8.0;7.0;8.2;8.8;;;8.0;10;;0;;;;2023
RA-352;3;7.840341667;Ametista;Ametista;3B;Aluno-352;3/26/2011;12;Masculino;2019;Pública;7.834;;;;4.0;Avaliador-21;;Avaliador-6;;9.2;8.1;6.3;8.0;;7.2;8.2;6.0;7.5;;;7.2;10;;0;;;;2023
RA-1145;3;7.484375;Ametista;;3B;Aluno-1145;1/31/2012;11;Feminino;2023;Pública;;;;;4.0;Avaliador-21;;Avaliador-6;;0.0;9.5;4.4;8.6;;7.8;7.7;7.7;8.0;;;8.6;10;;1;;;;2023
RA-331;3;7.039791667;Ametista;Ágata;3B;Aluno-331;4/22/2010;13;Feminino;2019;Pública;6.636;;;;4.0;Avaliador-21;;Avaliador-6;;9.6;8.6;2.5;7.0;;5.2;5.7;4.8;5.2;;;6.8;10;;0;;;;2023
RA-227;3;7.722125;Ametista;Ágata;3B;Aluno-227;2010-10-12 00:00:00;13;Masculino;2022;Pública;6.471;;;;4.0;Avaliador-21;;Avaliador-6;;9.6;7.5;5.6;8.3;;6.9;7.2;6.5;7.0;;;7.5;10;;0;;;;2023
